category,moduleId,moduleTitle,assessmentType,form,questionId,pairedQuestionId,competencyId,bloomLevel,difficulty,prompt,optionA,optionB,optionC,optionD,correctAnswerLetter,correctAnswerText,rationale,sourceReferences,validationStatus
"structural","structural-facade","Facade","in-module","","structural-facade:understanding","","facade-access","understanding","moderate","After a Facade is added, what happens to the underlying subsystem classes?","They remain reachable for advanced needs; the Facade only adds a convenient high-level entry point","They are deleted, since the Facade replaces them","Each of their interfaces is converted into the Facade’s interface","They are reduced to a single shared instance","A","They remain reachable for advanced needs; the Facade only adds a convenient high-level entry point","A Facade is additive: it simplifies common usage while leaving the subsystem classes accessible when finer control is required. It neither removes them nor converts their interfaces.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-facade","Facade","in-module","","structural-facade:applying","","facade-select","applying","moderate","A checkout button should trigger one call that internally reserves stock, charges the card, books a courier, and emails a receipt, so callers never touch those four components directly and the components do not call back through it. Which design fits?","A surrogate that controls access to each of the four components","A wrapper that adds new behaviour to each component in a stack","A hub through which the four components route all their mutual messages","One class that owns the four components and exposes a single high-level method choreographing them one-way","D","One class that owns the four components and exposes a single high-level method choreographing them one-way","A single class exposing one high-level method that orchestrates several subsystem objects one-way is a Facade. The distractors are Proxy, Decorator, and Mediator (which would coordinate two-way peer communication).","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-facade","Facade","in-module","","structural-facade:analyzing","","facade-identify","analyzing","difficult","Examine:

struct MediaExport {
  Decoder dec; Resampler res; Encoder enc; Muxer mux;
  void run(const Clip& c) {
    auto frames = dec.decode(c);
    auto fixed  = res.normalize(frames);
    auto stream = enc.encode(fixed);
    mux.write(stream);
  }
};

Which structural pattern does MediaExport illustrate?","Mediator, because four components are involved","Adapter, because it converts the clip","Facade, because one class exposes a single high-level method that choreographs several subsystem objects one-way","Composite, because the steps form a tree","C","Facade, because one class exposes a single high-level method that choreographs several subsystem objects one-way","MediaExport wraps a multi-step subsystem interaction behind one simple method (run), calling the components in sequence without them communicating back through it — a Facade. Mediator would govern two-way peer communication; Adapter converts interfaces; Composite builds part-whole trees.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-facade","Facade","in-module","","structural-facade:evaluating","","facade-evaluate","evaluating","difficult","A class billed as a Facade not only offers simple entry methods but also forces every subsystem object to route all of its mutual messages through it, coordinating their back-and-forth interactions. Is “Facade” still the most precise label?","Yes — Facade is responsible for coordinating communication","No — centralising mutual, two-way communication among peers is Mediator’s intent; Facade is strictly one-way simplification","Yes — Facade and Mediator describe the same role","No — this is actually an Adapter","B","No — centralising mutual, two-way communication among peers is Mediator’s intent; Facade is strictly one-way simplification","Once a class governs two-way communication among a set of peers, its intent matches Mediator. A Facade only simplifies one-way access to a subsystem; it does not mediate peer interactions.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","A","structural-flyweight:A1","structural-flyweight:B1","fw-intent","remember","easy","What is the intent of the Flyweight pattern?","Convert interfaces","Add behaviour by wrapping","Share common state to support large numbers of fine-grained objects efficiently","Provide a surrogate for access","C","Share common state to support large numbers of fine-grained objects efficiently","Flyweight minimises memory by sharing state across many similar objects. The distractors are Adapter, Decorator, and Proxy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-flyweight","Flyweight","formal","A","structural-flyweight:A2","structural-flyweight:B2","fw-state","understand","moderate","What is the difference between intrinsic and extrinsic state in Flyweight?","Intrinsic is per-client; extrinsic is shared","Both are stored in the flyweight","Both are supplied by the client each call","Intrinsic state is shared and stored in the flyweight; extrinsic state is context-dependent and supplied by the client","D","Intrinsic state is shared and stored in the flyweight; extrinsic state is context-dependent and supplied by the client","Intrinsic (shared) state lives in the flyweight; extrinsic (context) state is passed in by the client per operation.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","A","structural-flyweight:A3","structural-flyweight:B3","fw-select","apply","moderate","A text editor renders millions of character glyphs; each glyph’s font and shape repeat, but its position differs. How do you cut memory by sharing the repeating data?","Flyweight","Composite","Proxy","Decorator","A","Flyweight","Sharing repeated intrinsic data while supplying per-use position is Flyweight. The distractors build trees, control access, or add behaviour.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","A","structural-flyweight:A4","structural-flyweight:B4","fw-identify","analyze","difficult","Examine:  class Glyph { char c; Font* font; public: void draw(int x, int y); };  Glyph* GlyphFactory::get(char c) { if (!pool.count(c)) pool[c] = new Glyph(c); return pool[c]; }  Position (x, y) is passed to draw(). Which pattern is this?","Prototype","Flyweight","Singleton","Adapter","B","Flyweight","A factory pooling shared instances by intrinsic key (char/font) while position is passed in (extrinsic) is Flyweight.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","A","structural-flyweight:A5","structural-flyweight:B5","fw-evaluate","evaluate","difficult","A “Flyweight” stores each object’s unique screen position as a member and never shares instances, creating one object per character. Does this achieve Flyweight’s goal?","Yes — Flyweight stores all state internally","Yes — one object per character is the goal","No — keeping per-instance extrinsic state and not sharing defeats Flyweight; position should be extrinsic and instances shared","No — Flyweight forbids a factory","C","No — keeping per-instance extrinsic state and not sharing defeats Flyweight; position should be extrinsic and instances shared","Flyweight’s memory savings come from sharing instances and externalising context state; storing position per instance and not sharing negates the benefit.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-flyweight","Flyweight","formal","B","structural-flyweight:B1","structural-flyweight:A1","fw-intent","remember","easy","Flyweight is used to ___.","encapsulate a request as an object","define interchangeable algorithms","traverse a collection","support large numbers of similar objects efficiently by sharing their common state","D","support large numbers of similar objects efficiently by sharing their common state","Flyweight supports many similar objects by sharing common state. The distractors are Command, Strategy, and Iterator.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-flyweight","Flyweight","formal","B","structural-flyweight:B2","structural-flyweight:A2","fw-state","understand","moderate","Where is extrinsic state kept in a Flyweight design?","Outside the flyweight — supplied by the client or context when an operation runs","Permanently inside each shared flyweight","In a single global Singleton only","Nowhere — extrinsic state is discarded","A","Outside the flyweight — supplied by the client or context when an operation runs","Extrinsic state is context-dependent and provided by the client at call time, so it must not be stored in the shared flyweight.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","B","structural-flyweight:B3","structural-flyweight:A3","fw-select","apply","moderate","A forest scene draws 1,000,000 trees of a few species; mesh and texture repeat per species while location varies per tree. How do you avoid storing the mesh a million times?","Composite","Flyweight","Bridge","Memento","B","Flyweight","Sharing per-species intrinsic data while passing per-tree position is Flyweight.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","B","structural-flyweight:B4","structural-flyweight:A4","fw-identify","analyze","difficult","Examine:  class TreeType { std::string name; Texture tex; public: void render(int x, int y); };  TreeType* TreeFactory::of(std::string n) { auto it = pool.find(n); if (it != pool.end()) return it->second; return pool[n] = new TreeType(n); }  Which pattern is this?","Prototype","Builder","Flyweight","Proxy","C","Flyweight","A factory returning shared instances keyed by intrinsic data, with position passed to render(), is Flyweight.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","formal","B","structural-flyweight:B5","structural-flyweight:A5","fw-evaluate","evaluate","difficult","A renderer keeps one shared ParticleType (color, sprite) per kind and passes each particle’s x/y/velocity at draw time. Is this a correct Flyweight?","No — Flyweight must store position internally","No — Flyweight cannot use a factory","Yes — but only for fewer than 100 objects","Yes — sharing intrinsic data while passing extrinsic state at call time is exactly Flyweight","D","Yes — sharing intrinsic data while passing extrinsic state at call time is exactly Flyweight","Shared intrinsic data plus client-supplied extrinsic state at call time is the correct Flyweight design.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-flyweight","Flyweight","in-module","","structural-flyweight:remembering","","flyweight-intent","remembering","easy","In this module, the main goal of the Flyweight pattern is to ___.","compose objects into part-whole trees","decouple an abstraction from its implementation","provide a controlled surrogate for a costly object","support very large numbers of similar objects efficiently by sharing their common state","D","support very large numbers of similar objects efficiently by sharing their common state","Flyweight reduces memory by sharing common (intrinsic) state across many fine-grained objects. The distractors are Composite, Bridge, and Proxy.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","in-module","","structural-flyweight:understanding","","flyweight-state","understanding","moderate","In a Flyweight design, where do intrinsic and extrinsic state respectively live?","Intrinsic state is shared and stored inside the flyweight; extrinsic state is context-dependent and supplied by the client at call time","Both intrinsic and extrinsic state are stored inside each shared flyweight","Both are passed in by the client on every call and never stored","Intrinsic state is per-client; extrinsic state is the shared part","A","Intrinsic state is shared and stored inside the flyweight; extrinsic state is context-dependent and supplied by the client at call time","Intrinsic (shared) state lives in the flyweight; extrinsic (context) state must be supplied by the client per operation so it is not duplicated across the shared instances.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","in-module","","structural-flyweight:applying","","flyweight-select","applying","moderate","A tile-based game draws millions of map cells drawn from a handful of terrain kinds; each kind’s sprite and movement-cost repeat across cells, while each cell’s grid coordinates differ. How do you avoid storing the sprite data once per cell?","Build a tree of cells treated uniformly","Keep one shared object per terrain kind holding the repeating data, and pass each cell’s coordinates in at draw time","Wrap each cell in a behaviour-adding layer","Give each cell a surrogate that controls access","B","Keep one shared object per terrain kind holding the repeating data, and pass each cell’s coordinates in at draw time","Sharing the repeating intrinsic data per terrain kind while passing per-cell position (extrinsic) at call time is Flyweight. The distractors are Composite, Decorator, and Proxy.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","in-module","","structural-flyweight:analyzing","","flyweight-identify","analyzing","difficult","Examine:

struct Particle { Color color; Sprite sprite; void draw(float x, float y, float vx, float vy); };
struct ParticlePool {
  std::unordered_map<std::string, Particle*> kinds;
  Particle* get(const std::string& k) {
    auto it = kinds.find(k);
    if (it != kinds.end()) return it->second;
    return kinds[k] = new Particle(k);
  }
};

Given that position and velocity are passed to draw(), which structural pattern is this?","Prototype, because new particles are produced","Flyweight, because a pool hands out shared instances keyed by intrinsic state while per-call context (position, velocity) is passed in","Singleton, because the pool is shared","Proxy, because get() stands in for a particle","B","Flyweight, because a pool hands out shared instances keyed by intrinsic state while per-call context (position, velocity) is passed in","ParticlePool returns shared instances keyed by intrinsic data (color/sprite) and the per-use position/velocity is passed to draw() as extrinsic state — Flyweight. It is not cloning (Prototype), a single global instance (Singleton), or access control (Proxy).","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-flyweight","Flyweight","in-module","","structural-flyweight:evaluating","","flyweight-evaluate","evaluating","difficult","A design described as Flyweight stores each glyph’s on-screen x/y as a member field and creates a brand-new object for every character on the page, sharing nothing. Does this achieve Flyweight’s goal?","Yes — a Flyweight is supposed to store all state internally","Yes — one object per character is the intended outcome","No — keeping per-instance extrinsic state (position) and never sharing instances negates Flyweight; position should be extrinsic and instances shared","No — because Flyweight is not allowed to use a factory or pool","C","No — keeping per-instance extrinsic state (position) and never sharing instances negates Flyweight; position should be extrinsic and instances shared","Flyweight’s savings come from sharing instances and externalising context state. Storing each glyph’s position internally and creating one object per character defeats the purpose. A factory/pool is in fact a normal part of Flyweight.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","A","structural-proxy:A1","structural-proxy:B1","px-intent","remember","easy","What is the intent of the Proxy pattern?","Convert one interface into another","Add behaviour by stacking wrappers","Provide a surrogate or placeholder that controls access to another object","Compose objects into part-whole trees","C","Provide a surrogate or placeholder that controls access to another object","Proxy supplies a stand-in that controls access to a real subject. The distractors are Adapter, Decorator, and Composite.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-proxy","Proxy","formal","A","structural-proxy:A2","structural-proxy:B2","px-relate","understand","moderate","How does a proxy typically relate to its real subject?","It exposes a different interface than the subject","It inherits the subject’s private data directly","It replaces the subject permanently","It implements the same interface as the subject and forwards requests, optionally adding access control","D","It implements the same interface as the subject and forwards requests, optionally adding access control","A proxy shares the subject’s interface so it is interchangeable, forwarding calls while controlling access (lazy load, protection, remoting).","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","A","structural-proxy:A3","structural-proxy:B3","px-select","apply","moderate","A large image is expensive to load; you want a stand-in that exposes the same interface but defers loading until the image is actually drawn. Which pattern?","Proxy","Decorator","Adapter","Composite","A","Proxy","A same-interface placeholder that delays creation of the real object is a (virtual) Proxy. The distractors add behaviour, convert, or build trees.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","A","structural-proxy:A4","structural-proxy:B4","px-identify","analyze","difficult","Examine:  class Image { public: virtual void draw() = 0; };  class ProxyImage : public Image { RealImage* real = nullptr; std::string file; public: void draw() override { if (!real) real = new RealImage(file); real->draw(); } };  Which pattern is this?","Adapter","Proxy","Flyweight","Bridge","B","Proxy","Same-interface wrapper that lazily creates and delegates to the real subject is a virtual Proxy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","A","structural-proxy:A5","structural-proxy:B5","px-evaluate","evaluate","difficult","A wrapper implements the subject’s interface and adds logging plus access checks before delegating, without changing the operation’s result or adding new client-facing features. Best classified as?","Decorator — any wrapper that does extra work is a Decorator","Adapter — it converts the interface","Proxy — it controls access to the same operation without adding new client-facing behaviour","Composite — it manages children","C","Proxy — it controls access to the same operation without adding new client-facing behaviour","Controlling access (auth/logging) to the same operation, without new client-facing responsibilities, is Proxy intent, distinguishing it from Decorator.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-proxy","Proxy","formal","B","structural-proxy:B1","structural-proxy:A1","px-intent","remember","easy","Proxy’s core purpose is to ___.","share state among many fine-grained objects","define a family of interchangeable algorithms","simplify a subsystem behind one interface","act as a controlled stand-in for another object","D","act as a controlled stand-in for another object","Proxy is a controlled surrogate for another object. The distractors are Flyweight, Strategy, and Facade.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-proxy","Proxy","formal","B","structural-proxy:B2","structural-proxy:A2","px-relate","understand","moderate","What distinguishes a Proxy from a Decorator in intent?","A Proxy controls or manages access to the subject, while a Decorator adds new responsibilities","They are identical in intent","A Proxy always adds new features","A Decorator changes the object’s interface","A","A Proxy controls or manages access to the subject, while a Decorator adds new responsibilities","Both wrap a same-interface object, but Proxy’s intent is access control/management whereas Decorator’s is adding behaviour.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","B","structural-proxy:B3","structural-proxy:A3","px-select","apply","moderate","Remote service calls are costly; you want a local object with the same interface that transparently handles the connection and caches results. Which pattern?","Flyweight","Proxy","Adapter","Mediator","B","Proxy","A same-interface local stand-in for a remote object (managing connection/caching) is a remote Proxy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","B","structural-proxy:B4","structural-proxy:A4","px-identify","analyze","difficult","Examine:  class BankAccount { public: virtual void withdraw(int) = 0; };  class ProtectedAccount : public BankAccount { RealAccount acc; User u; public: void withdraw(int n) override { if (u.isOwner()) acc.withdraw(n); } };  Which pattern is this?","Decorator","Bridge","Proxy","Strategy","C","Proxy","A same-interface wrapper that performs an access check before delegating is a protection Proxy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","formal","B","structural-proxy:B5","structural-proxy:A5","px-evaluate","evaluate","difficult","A class wraps a Database with the same interface and simply forwards every call unchanged — no access control, lazy initialization, or remoting. Is “Proxy” the right label?","Yes — any same-interface wrapper is a Proxy","Yes — forwarding is the whole point","No — Proxy requires changing the interface","No — with no access control, lazy loading, or remoting it serves no proxy purpose","D","No — with no access control, lazy loading, or remoting it serves no proxy purpose","A pure pass-through adds none of the access-management responsibilities that define a Proxy, so the label is not meaningful here.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Structural module content","draft"
"structural","structural-proxy","Proxy","in-module","","structural-proxy:remembering","","proxy-intent","remembering","easy","The defining purpose of a Proxy is to ___.","compose objects into part-whole trees","decouple an abstraction from its implementation","provide a same-interface surrogate that controls access to a real object","convert one interface into another the caller expects","C","provide a same-interface surrogate that controls access to a real object","Proxy supplies a stand-in that controls access to the real subject. The distractors are Composite, Bridge, and Adapter.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","in-module","","structural-proxy:understanding","","proxy-relate","understanding","moderate","Why must a proxy expose the same interface as the real subject it guards?","So it can be substituted for the subject transparently while it decides whether and when to forward calls","So it can offer the caller brand-new operations the subject lacks","So it can translate the subject into an unrelated interface","So that it can store all of the subject’s state internally","A","So it can be substituted for the subject transparently while it decides whether and when to forward calls","Sharing the subject’s interface lets the proxy be used wherever the subject is, transparently controlling access (lazy load, auth, remoting). Adding new operations would be Decorator; translating would be Adapter.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","in-module","","structural-proxy:applying","","proxy-select","applying","moderate","A reporting screen references thousands of high-resolution attachments, but most are never opened. You want each attachment reference to behave exactly like the real document object yet defer the costly disk read until something actually calls render(). What design fits?","A wrapper that adds new export buttons to the document","A same-interface placeholder that loads the real document only on first use","A class converting the document into a printer interface","A shared pool that stores one document per file type","B","A same-interface placeholder that loads the real document only on first use","A same-interface stand-in that postpones creating/loading the real object until it is used is a virtual Proxy. The distractors are Decorator, Adapter, and Flyweight.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","in-module","","structural-proxy:analyzing","","proxy-identify","analyzing","difficult","Examine:

struct Vault { virtual std::string read(int slot) = 0; };
struct GuardedVault : Vault {
  RealVault real; Session s;
  std::string read(int slot) override {
    if (!s.hasClearance(slot)) throw AccessDenied{};
    return real.read(slot);
  }
};

Which structural pattern is GuardedVault?","Decorator, because it does extra work before forwarding","Adapter, because it wraps another object","Composite, because it manages stored slots","Proxy, because it shares the subject’s interface and gates access without adding new client-facing operations","D","Proxy, because it shares the subject’s interface and gates access without adding new client-facing operations","GuardedVault keeps the same Vault interface and performs an access check before delegating, adding no new client-facing feature — a protection Proxy. Decorator would add a visible new responsibility; Adapter would convert the interface.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-proxy","Proxy","in-module","","structural-proxy:evaluating","","proxy-evaluate","evaluating","difficult","A class wraps a RemoteLedger with an identical interface but does nothing except call through to it on every method — no lazy loading, no caching, no access checks, no remoting setup. Is “Proxy” a meaningful classification here?","Yes — any same-interface pass-through is a Proxy","Yes — forwarding alone fulfils Proxy’s intent","No — a Proxy must convert the subject’s interface, which this does not","No — without any access management (lazy load, caching, protection, remoting) it serves no proxy purpose","D","No — without any access management (lazy load, caching, protection, remoting) it serves no proxy purpose","Proxy is defined by some form of access control or management. A pure pass-through provides none, so the label is hollow. Proxy does not convert interfaces — that is Adapter.","CodiNeo Structural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"structural","structural-repository","Repository","formal","A","structural-repository:A1","structural-repository:B1","rp-intent","remember","easy","What is the purpose of the Repository pattern?","Provide a collection-like interface that mediates between domain logic and data storage, hiding persistence details","Convert one interface into another","Ensure a class has one instance","Share intrinsic state across objects","A","Provide a collection-like interface that mediates between domain logic and data storage, hiding persistence details","Repository gives domain code a clean, collection-like interface over storage, hiding persistence. The distractors are Adapter, Singleton, and Flyweight.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","A","structural-repository:A2","structural-repository:B2","rp-classify","understand","moderate","Repository is NOT one of the original Gang-of-Four design patterns. How is it best classified?","As a GoF structural pattern like Adapter","As an enterprise/application architecture pattern for data access, outside the GoF catalog","As a GoF creational pattern","As a C++ language idiom","B","As an enterprise/application architecture pattern for data access, outside the GoF catalog","Repository comes from enterprise/application architecture (Fowler, Evans), not the GoF catalog; it is an application-architecture data-access pattern.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","A","structural-repository:A3","structural-repository:B3","rp-select","apply","moderate","Domain code should query and save User objects without knowing whether they live in SQL, a file, or an in-memory store, so the data source can be swapped freely. Which approach fits?","Singleton access","Decorator wrapping","A Repository abstraction over storage","A Facade over the UI","C","A Repository abstraction over storage","A domain-facing interface that hides and allows swapping the storage mechanism is the Repository approach.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","A","structural-repository:A4","structural-repository:B4","rp-identify","analyze","difficult","Examine:  class UserRepository { public: virtual User find(int id) = 0; virtual void save(User) = 0; };  class SqlUserRepository : public UserRepository { /* SQL */ };  class InMemoryUserRepository : public UserRepository { /* map */ };  What does this structure most directly demonstrate?","Interface conversion (Adapter)","Access control (Proxy)","Algorithm selection (Strategy)","A Repository abstracting persistence behind a domain-facing interface","D","A Repository abstracting persistence behind a domain-facing interface","A domain-facing data-access interface with interchangeable backing stores is the Repository pattern (not GoF).","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","A","structural-repository:A5","structural-repository:B5","rp-evaluate","evaluate","difficult","A class named UserRepository builds SQL strings throughout the domain layer and exposes raw connection objects to callers. Does this honor the Repository idea?","No — Repository’s purpose is to hide persistence behind a clean interface; leaking SQL and connections to the domain defeats the separation","Yes — the name makes it a Repository","Yes — exposing connections is required","No — Repository must be a GoF pattern","A","No — Repository’s purpose is to hide persistence behind a clean interface; leaking SQL and connections to the domain defeats the separation","Repository exists to separate domain logic from data-access concerns; leaking SQL/connections breaks that separation regardless of the class name.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","B","structural-repository:B1","structural-repository:A1","rp-intent","remember","easy","A Repository primarily ___.","guarantees one instance of the database","separates domain logic from data-access concerns behind a collection-like interface","adds behaviour to objects by wrapping","traverses a collection without exposing it","B","separates domain logic from data-access concerns behind a collection-like interface","Repository separates domain logic from persistence behind a collection-like interface. The distractors are Singleton, Decorator, and Iterator.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","B","structural-repository:B2","structural-repository:A2","rp-classify","understand","moderate","Which statement about Repository’s classification is accurate?","It is the GoF Bridge pattern under another name","It is a GoF structural pattern with automated detector support","It is a supplemental enterprise architecture pattern, not part of the GoF set, and has no automated GoF-style detector here","It is identical to the Proxy pattern","C","It is a supplemental enterprise architecture pattern, not part of the GoF set, and has no automated GoF-style detector here","Repository is an enterprise architecture pattern (not GoF), and CodiNeo provides no automated GoF-style detector for it — conceptual assessment only.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","B","structural-repository:B3","structural-repository:A3","rp-select","apply","moderate","Tests must run against an in-memory data store while production uses a real database, with identical domain code. Which design enables this substitution cleanly?","A Singleton database","A Decorator chain","A Facade","A Repository interface with interchangeable implementations","D","A Repository interface with interchangeable implementations","A Repository interface lets domain code stay the same while the backing store is swapped (in-memory for tests, DB for production).","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","B","structural-repository:B4","structural-repository:A4","rp-identify","analyze","difficult","Examine:  class OrderRepository { public: virtual std::optional<Order> byId(int) = 0; virtual std::vector<Order> all() = 0; virtual void add(Order) = 0; };  This domain-facing interface, with swappable backing stores, is an example of ___.","a Repository abstracting data access","an Adapter converting interfaces","a Composite tree","a Flyweight pool","A","a Repository abstracting data access","A collection-like, domain-facing interface decoupled from a concrete store is the Repository pattern.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","formal","B","structural-repository:B5","structural-repository:A5","rp-evaluate","evaluate","difficult","A team adds a Repository interface, but every method returns raw database rows and requires callers to manage transactions and SQL. Is this a faithful Repository?","Yes — Repositories should expose SQL","No — leaking raw rows, transactions, and SQL to callers breaks the abstraction the pattern exists to provide","Yes — as long as it is named Repository","No — Repositories may not return data at all","B","No — leaking raw rows, transactions, and SQL to callers breaks the abstraction the pattern exists to provide","Repository must insulate the domain from data-access mechanics; exposing rows/transactions/SQL defeats its purpose.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","in-module","","structural-repository:remembering","","repository-intent","remembering","easy","A Repository’s main job is to ___.","provide a collection-like interface that separates domain logic from how entities are stored","ensure only one database connection ever exists","attach optional behaviour to entities by wrapping them","convert a storage interface into a UI interface","A","provide a collection-like interface that separates domain logic from how entities are stored","Repository gives domain code a clean, collection-like interface over persistence, hiding storage details. The distractors are Singleton, Decorator, and Adapter.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","in-module","","structural-repository:understanding","","repository-classify","understanding","moderate","How should Repository be classified relative to the original Gang-of-Four catalog?","As a GoF structural pattern, alongside Adapter and Proxy","As a GoF creational pattern for building entities","As a C++ language idiom like PIMPL","As a supplemental enterprise / application-architecture pattern for data access, outside the GoF set","D","As a supplemental enterprise / application-architecture pattern for data access, outside the GoF set","Repository originates in enterprise/application architecture (Fowler; Evans) and is not part of the GoF catalog; it is an application-architecture data-access pattern, not a GoF structural pattern or a language idiom.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
"structural","structural-repository","Repository","in-module","","structural-repository:applying","","repository-select","applying","moderate","Your service code must create, fetch, and delete Invoice entities identically whether they live in PostgreSQL in production or an in-memory map during tests, with the service code never mentioning SQL or connections. Which approach achieves this cleanly?","Make the database a single global instance the service reads directly","Define an Invoice-storage interface (findById, save, delete) with interchangeable backing implementations behind it","Wrap each Invoice in a behaviour-adding layer","Put a simplified front over the application’s user interface","B","Define an Invoice-storage interface (findById, save, delete) with interchangeable backing implementations behind it","A domain-facing storage interface with swappable implementations (real DB vs in-memory) that keeps persistence details out of the domain is the Repository approach. The distractors are Singleton, Decorator, and Facade-over-UI.","CodiNeo Structural module content; Fowler (2002), Patterns of Enterprise Application Architecture — Repository; Evans (2003), Domain-Driven Design","draft"
